x,y,p,tv,u,v,dx-velocity-dy
 9.399998188E-02,-1.00E-02,-2.44E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.120836857E+00
 9.450000525E-02,-1.00E-02,-2.01E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.158723875E+00
 9.499998391E-02,-1.00E-02,-1.63E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.194294371E+00
 9.550000727E-02,-1.00E-02,-1.30E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.227613763E+00
 9.600000083E-02,-1.00E-02,-1.02E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.258740827E+00
 9.649997950E-02,-1.00E-02,-7.85E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.287736237E+00
 9.700000286E-02,-1.00E-02,-5.83E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.314671436E+00
 9.749999642E-02,-1.00E-02,-4.11E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.339610478E+00
 9.800000489E-02,-1.00E-02,-2.67E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.362626614E+00
 9.849999845E-02,-1.00E-02,-1.44E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.383788833E+00
 9.899999201E-02,-1.00E-02,-3.93E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.403167457E+00
 9.950000048E-02,-1.00E-02, 5.078582829E-06, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.420834172E+00
 9.999999404E-02,-1.00E-02, 1.296725969E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.436857104E+00
 1.005000025E-01,-1.00E-02, 2.004738354E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.451311431E+00
 1.009999961E-01,-1.00E-02, 2.661513736E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.464265289E+00
 1.014999896E-01,-1.00E-02, 3.294273449E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.475781924E+00
 1.019999981E-01,-1.00E-02, 3.926953676E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.485936162E+00
 1.024999917E-01,-1.00E-02, 4.581266974E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.494796873E+00
 1.030000001E-01,-1.00E-02, 5.277617235E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.502431587E+00
 1.034999937E-01,-1.00E-02, 6.034123362E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.508905706E+00
 1.039999872E-01,-1.00E-02, 6.866388905E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.514278340E+00
 1.044999957E-01,-1.00E-02, 7.787959058E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.518615089E+00
 1.049999893E-01,-1.00E-02, 8.810827769E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.521979932E+00
 1.054999977E-01,-1.00E-02, 9.945366919E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.524432615E+00
 1.059999913E-01,-1.00E-02, 1.120074739E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.526031212E+00
 1.064999849E-01,-1.00E-02, 1.258264034E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.526837403E+00
 1.069999933E-01,-1.00E-02, 1.409463814E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.526913601E+00
 1.074999869E-01,-1.00E-02, 1.574324371E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.526319707E+00
 1.079999954E-01,-1.00E-02, 1.753454277E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.525076489E+00
 1.084999889E-01,-1.00E-02, 1.947115015E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.523218237E+00
 1.089999825E-01,-1.00E-02, 2.155363249E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.520820227E+00
 1.094999909E-01,-1.00E-02, 2.378199756E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.517936965E+00
 1.099999845E-01,-1.00E-02, 2.615555852E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.514608925E+00
 1.105000079E-01,-1.00E-02, 2.867265539E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.510879336E+00
 1.109999865E-01,-1.00E-02, 3.133053692E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.506787010E+00
 1.114999801E-01,-1.00E-02, 3.412692846E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.502363116E+00
 1.120000035E-01,-1.00E-02, 3.705875672E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.497648300E+00
 1.124999970E-01,-1.00E-02, 4.012189745E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.492675876E+00
 1.130000055E-01,-1.00E-02, 4.331238401E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.487478237E+00
 1.134999990E-01,-1.00E-02, 4.662535212E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.482089043E+00
 1.139999926E-01,-1.00E-02, 5.005592559E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.476534433E+00
 1.145000011E-01,-1.00E-02, 5.359887498E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.470844361E+00
 1.149999946E-01,-1.00E-02, 5.724831288E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.465045573E+00
 1.155000031E-01,-1.00E-02, 6.099851955E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.459163147E+00
 1.159999967E-01,-1.00E-02, 6.484318001E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.453221205E+00
 1.164999902E-01,-1.00E-02, 6.877608779E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.447239881E+00
 1.169999987E-01,-1.00E-02, 7.279099192E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.441243476E+00
 1.174999923E-01,-1.00E-02, 7.688106107E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.435250300E+00
 1.180000007E-01,-1.00E-02, 8.103987706E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.429278329E+00
 1.184999943E-01,-1.00E-02, 8.526060847E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.423345664E+00
 1.189999878E-01,-1.00E-02, 8.953675274E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.417463780E+00
 1.194999963E-01,-1.00E-02, 9.386189960E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.411649129E+00
 1.199999899E-01,-1.00E-02, 9.822913495E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.405916206E+00
 1.204999983E-01,-1.00E-02, 1.026319553E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.400278392E+00
 1.209999919E-01,-1.00E-02, 1.070633705E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.394749031E+00
 1.214999855E-01,-1.00E-02, 1.115169335E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.389337956E+00
 1.219999939E-01,-1.00E-02, 1.159860504E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.384059008E+00
 1.224999875E-01,-1.00E-02, 1.204641784E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.378919937E+00
 1.229999959E-01,-1.00E-02, 1.249455657E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.373929779E+00
 1.234999895E-01,-1.00E-02, 1.294235757E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.369098199E+00
 1.239999831E-01,-1.00E-02, 1.338921155E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.364425616E+00
 1.244999915E-01,-1.00E-02, 1.383453182E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.359915838E+00
 1.249999851E-01,-1.00E-02, 1.427771971E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.355571643E+00
 1.255000085E-01,-1.00E-02, 1.471826216E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.351400512E+00
 1.259999871E-01,-1.00E-02, 1.515555802E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.347407882E+00
 1.264999807E-01,-1.00E-02, 1.558913905E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.343593602E+00
 1.270000041E-01,-1.00E-02, 1.601849706E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.339965302E+00
 1.274999827E-01,-1.00E-02, 1.644305291E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.336525043E+00
 1.280000061E-01,-1.00E-02, 1.686239596E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.333274253E+00
 1.284999996E-01,-1.00E-02, 1.727599185E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.330216583E+00
 1.289999932E-01,-1.00E-02, 1.768340929E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.327350232E+00
 1.295000017E-01,-1.00E-02, 1.808420993E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.324677689E+00
 1.299999952E-01,-1.00E-02, 1.847794163E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.322199492E+00
 1.305000037E-01,-1.00E-02, 1.886421226E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.319915245E+00
 1.309999973E-01,-1.00E-02, 1.924259530E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.317825135E+00
 1.314999908E-01,-1.00E-02, 1.961273160E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.315926978E+00
 1.319999993E-01,-1.00E-02, 1.997424439E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.314222937E+00
 1.324999928E-01,-1.00E-02, 2.032675288E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.312710562E+00
 1.330000013E-01,-1.00E-02, 2.066995153E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.311388453E+00
 1.334999949E-01,-1.00E-02, 2.100348240E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.310256714E+00
 1.339999884E-01,-1.00E-02, 2.132704128E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.309310294E+00
 1.344999969E-01,-1.00E-02, 2.164034519E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.308549572E+00
 1.349999905E-01,-1.00E-02, 2.194301004E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.307971863E+00
 1.354999989E-01,-1.00E-02, 2.223470229E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.307575366E+00
 1.359999925E-01,-1.00E-02, 2.251523081E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.307358043E+00
 1.364999861E-01,-1.00E-02, 2.278454871E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.307315528E+00
 1.369999945E-01,-1.00E-02, 2.304267559E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.307446191E+00
 1.374999881E-01,-1.00E-02, 2.328901606E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.307743519E+00
 1.379999965E-01,-1.00E-02, 2.352305159E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.308208926E+00
 1.384999901E-01,-1.00E-02, 2.374481643E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.308837165E+00
 1.389999837E-01,-1.00E-02, 2.395425422E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.309627699E+00
 1.394999921E-01,-1.00E-02, 2.415095016E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.310578570E+00
 1.399999857E-01,-1.00E-02, 2.433465196E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.311679272E+00
 1.404999942E-01,-1.00E-02, 2.450549283E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.312935877E+00
 1.409999877E-01,-1.00E-02, 2.466323785E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.314339389E+00
 1.414999813E-01,-1.00E-02, 2.480769660E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.315879873E+00
 1.419999897E-01,-1.00E-02, 2.493871585E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.317556770E+00
 1.424999833E-01,-1.00E-02, 2.505616818E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.319359824E+00
 1.430000067E-01,-1.00E-02, 2.516008709E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.321291161E+00
 1.435000002E-01,-1.00E-02, 2.525033375E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.323353856E+00
 1.439999789E-01,-1.00E-02, 2.532677919E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.325538191E+00
 1.445000023E-01,-1.00E-02, 2.538929776E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.327839134E+00
 1.449999958E-01,-1.00E-02, 2.543787208E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.330257414E+00
 1.455000043E-01,-1.00E-02, 2.547227332E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.332768957E+00
 1.459999979E-01,-1.00E-02, 2.549286815E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.335442798E+00
 1.464999914E-01,-1.00E-02, 2.549957950E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.338139731E+00
 1.469999999E-01,-1.00E-02, 2.549143380E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.340934407E+00
 1.474999934E-01,-1.00E-02, 2.546911499E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.343905539E+00
 1.480000019E-01,-1.00E-02, 2.543289066E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.346912252E+00
 1.484999955E-01,-1.00E-02, 2.538233064E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.350018225E+00
 1.489999890E-01,-1.00E-02, 2.531753441E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.353201628E+00
 1.494999975E-01,-1.00E-02, 2.523845929E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.356464582E+00
 1.499999911E-01,-1.00E-02, 2.514515962E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.359801958E+00
 1.504999995E-01,-1.00E-02, 2.503763333E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.363210780E+00
 1.509999931E-01,-1.00E-02, 2.491590101E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.366686680E+00
 1.514999866E-01,-1.00E-02, 2.477999301E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.370223060E+00
 1.519999951E-01,-1.00E-02, 2.462993608E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.373820037E+00
 1.524999887E-01,-1.00E-02, 2.446578361E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.377471316E+00
 1.529999971E-01,-1.00E-02, 2.428758169E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.381172762E+00
 1.534999907E-01,-1.00E-02, 2.409540117E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.384922509E+00
 1.539999843E-01,-1.00E-02, 2.388931504E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.388713472E+00
 1.544999927E-01,-1.00E-02, 2.366939507E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.392545014E+00
 1.549999863E-01,-1.00E-02, 2.343573205E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.396412894E+00
 1.554999948E-01,-1.00E-02, 2.318840285E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.400313879E+00
 1.559999883E-01,-1.00E-02, 2.292750869E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.404245447E+00
 1.564999819E-01,-1.00E-02, 2.265313850E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.408202257E+00
 1.569999903E-01,-1.00E-02, 2.236537649E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.412184648E+00
 1.574999839E-01,-1.00E-02, 2.206434605E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.416187235E+00
 1.580000073E-01,-1.00E-02, 2.175013400E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.420207248E+00
 1.584999859E-01,-1.00E-02, 2.142290950E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.424242310E+00
 1.589999795E-01,-1.00E-02, 2.108276523E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.428285374E+00
 1.595000029E-01,-1.00E-02, 2.072980558E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.432339135E+00
 1.599999964E-01,-1.00E-02, 2.036420556E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.436400170E+00
 1.605000049E-01,-1.00E-02, 1.998606783E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.440463668E+00
 1.609999985E-01,-1.00E-02, 1.959555491E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.444528335E+00
 1.614999920E-01,-1.00E-02, 1.919277711E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.448591745E+00
 1.619999856E-01,-1.00E-02, 1.877789036E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.452651373E+00
 1.624999791E-01,-1.00E-02, 1.835104490E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.456703279E+00
 1.630000025E-01,-1.00E-02, 1.791233291E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.460748974E+00
 1.634999961E-01,-1.00E-02, 1.746199094E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.464785622E+00
 1.639999896E-01,-1.00E-02, 1.700011955E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.468808296E+00
 1.644999832E-01,-1.00E-02, 1.652688312E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.472816128E+00
 1.649999768E-01,-1.00E-02, 1.604244319E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.476805021E+00
 1.655000001E-01,-1.00E-02, 1.554692349E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.480777149E+00
 1.659999937E-01,-1.00E-02, 1.504052198E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.484730148E+00
 1.664999872E-01,-1.00E-02, 1.452339951E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.488656693E+00
 1.670000106E-01,-1.00E-02, 1.399570710E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.492561581E+00
 1.674999744E-01,-1.00E-02, 1.345766057E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.496440206E+00
 1.679999977E-01,-1.00E-02, 1.290930251E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.500291253E+00
 1.684999913E-01,-1.00E-02, 1.235091535E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.504114810E+00
 1.689999849E-01,-1.00E-02, 1.178262736E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.507904100E+00
 1.695000082E-01,-1.00E-02, 1.120453880E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.511663023E+00
 1.700000018E-01,-1.00E-02, 1.061693183E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.515389788E+00
 1.704999954E-01,-1.00E-02, 1.001990837E-03, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.519079991E+00
 1.709999889E-01,-1.00E-02, 9.413652588E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.522733525E+00
 1.714999825E-01,-1.00E-02, 8.798332925E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.526347344E+00
 1.720000058E-01,-1.00E-02, 8.174037157E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.529925056E+00
 1.724999994E-01,-1.00E-02, 7.541036757E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.533464825E+00
 1.729999930E-01,-1.00E-02, 6.899468135E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.536961306E+00
 1.734999865E-01,-1.00E-02, 6.249507132E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.540417801E+00
 1.739999801E-01,-1.00E-02, 5.591250931E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.543830830E+00
 1.745000035E-01,-1.00E-02, 4.924824804E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.547206504E+00
 1.749999970E-01,-1.00E-02, 4.250459897E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.550541494E+00
 1.754999906E-01,-1.00E-02, 3.568329121E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.553846617E+00
 1.759999841E-01,-1.00E-02, 2.878452942E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.557119335E+00
 1.764999777E-01,-1.00E-02, 2.181875041E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.560436405E+00
 1.770000011E-01,-1.00E-02, 1.478928848E-04, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.563908286E+00
 1.774999946E-01,-1.00E-02, 7.687813013E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.567598519E+00
 1.779999882E-01,-1.00E-02, 2.059433029E-05, 0.000000000E+00, 0.000000000E+00, 0.000000000E+00, 2.569512772E+00
