x,y,dswirl-velocity-dy
 6.225000136E-03, 5.000000075E-02,-4.19E+00
 6.374999881E-03, 5.000000075E-02,-3.96E+00
 6.525000092E-03, 5.000000075E-02,-3.74E+00
 6.674999837E-03, 5.000000075E-02,-3.53E+00
 6.825000048E-03, 5.000000075E-02,-3.35E+00
 6.974999793E-03, 5.000000075E-02,-3.18E+00
 7.125000004E-03, 5.000000075E-02,-3.04E+00
 7.274999749E-03, 5.000000075E-02,-2.93E+00
 7.424999960E-03, 5.000000075E-02,-2.84E+00
 7.574999705E-03, 5.000000075E-02,-2.79E+00
 7.724999916E-03, 5.000000075E-02,-2.76E+00
 7.875000127E-03, 5.000000075E-02,-2.76E+00
 8.024999872E-03, 5.000000075E-02,-2.80E+00
 8.174999617E-03, 5.000000075E-02,-2.86E+00
 8.324999362E-03, 5.000000075E-02,-2.96E+00
 8.475000039E-03, 5.000000075E-02,-3.07E+00
 8.624999784E-03, 5.000000075E-02,-3.22E+00
 8.774999529E-03, 5.000000075E-02,-3.38E+00
 8.924999274E-03, 5.000000075E-02,-3.56E+00
 9.074999951E-03, 5.000000075E-02,-3.76E+00
 9.224999696E-03, 5.000000075E-02,-3.97E+00
 9.374999441E-03, 5.000000075E-02,-4.19E+00
 9.525000118E-03, 5.000000075E-02,-4.41E+00
 9.674999863E-03, 5.000000075E-02,-4.64E+00
 9.824999608E-03, 5.000000075E-02,-4.88E+00
 9.974999353E-03, 5.000000075E-02,-5.11E+00
 1.012500003E-02, 5.000000075E-02,-5.34E+00
 1.027499977E-02, 5.000000075E-02,-5.57E+00
 1.042499952E-02, 5.000000075E-02,-5.80E+00
 1.057499927E-02, 5.000000075E-02,-6.02E+00
 1.072499994E-02, 5.000000075E-02,-6.23E+00
 1.087499969E-02, 5.000000075E-02,-6.43E+00
 1.102499943E-02, 5.000000075E-02,-6.63E+00
 1.117499918E-02, 5.000000075E-02,-6.82E+00
 1.132499985E-02, 5.000000075E-02,-7.00E+00
 1.147499960E-02, 5.000000075E-02,-7.17E+00
 1.162499934E-02, 5.000000075E-02,-7.33E+00
 1.177500002E-02, 5.000000075E-02,-7.48E+00
 1.192499977E-02, 5.000000075E-02,-7.62E+00
 1.207499951E-02, 5.000000075E-02,-7.75E+00
 1.222499926E-02, 5.000000075E-02,-7.87E+00
 1.237499993E-02, 5.000000075E-02,-7.98E+00
 1.252499968E-02, 5.000000075E-02,-8.08E+00
 1.267499942E-02, 5.000000075E-02,-8.17E+00
 1.282499917E-02, 5.000000075E-02,-8.25E+00
 1.297499985E-02, 5.000000075E-02,-8.32E+00
 1.312499959E-02, 5.000000075E-02,-8.38E+00
 1.327499934E-02, 5.000000075E-02,-8.43E+00
 1.342500001E-02, 5.000000075E-02,-8.48E+00
 1.357499976E-02, 5.000000075E-02,-8.51E+00
 1.372499950E-02, 5.000000075E-02,-8.53E+00
 1.387499925E-02, 5.000000075E-02,-8.55E+00
 1.402499992E-02, 5.000000075E-02,-8.56E+00
 1.417499967E-02, 5.000000075E-02,-8.55E+00
 1.432499941E-02, 5.000000075E-02,-8.54E+00
 1.447499916E-02, 5.000000075E-02,-8.52E+00
 1.462499984E-02, 5.000000075E-02,-8.49E+00
 1.477499958E-02, 5.000000075E-02,-8.45E+00
 1.492499933E-02, 5.000000075E-02,-8.40E+00
 1.507499907E-02, 5.000000075E-02,-8.34E+00
 1.522499975E-02, 5.000000075E-02,-8.28E+00
 1.537499949E-02, 5.000000075E-02,-8.20E+00
 1.552499924E-02, 5.000000075E-02,-8.11E+00
 1.567500085E-02, 5.000000075E-02,-8.02E+00
 1.582499966E-02, 5.000000075E-02,-7.91E+00
 1.597500034E-02, 5.000000075E-02,-7.80E+00
 1.612499915E-02, 5.000000075E-02,-7.67E+00
 4.312499985E-02, 5.000000075E-02,-5.82E+00
 4.327499866E-02, 5.000000075E-02,-5.60E+00
 4.342499748E-02, 5.000000075E-02,-5.38E+00
 4.357500002E-02, 5.000000075E-02,-5.15E+00
 4.372499883E-02, 5.000000075E-02,-4.92E+00
 4.387499765E-02, 5.000000075E-02,-4.69E+00
 4.402500018E-02, 5.000000075E-02,-4.47E+00
 4.417499900E-02, 5.000000075E-02,-4.24E+00
 4.432499781E-02, 5.000000075E-02,-4.03E+00
 4.447499663E-02, 5.000000075E-02,-3.82E+00
 4.462499917E-02, 5.000000075E-02,-3.62E+00
 4.477499798E-02, 5.000000075E-02,-3.43E+00
 4.492499679E-02, 5.000000075E-02,-3.26E+00
 4.507499933E-02, 5.000000075E-02,-3.11E+00
 4.522499815E-02, 5.000000075E-02,-2.99E+00
 4.537499696E-02, 5.000000075E-02,-2.88E+00
 4.552499950E-02, 5.000000075E-02,-2.80E+00
 4.567499831E-02, 5.000000075E-02,-2.75E+00
 4.582499713E-02, 5.000000075E-02,-2.73E+00
 4.597499967E-02, 5.000000075E-02,-2.73E+00
 4.612499848E-02, 5.000000075E-02,-2.76E+00
 4.627499729E-02, 5.000000075E-02,-2.83E+00
 4.642499983E-02, 5.000000075E-02,-2.91E+00
 4.657499865E-02, 5.000000075E-02,-3.03E+00
 4.672499746E-02, 5.000000075E-02,-3.16E+00
 4.687500000E-02, 5.000000075E-02,-3.32E+00
 4.702499881E-02, 5.000000075E-02,-3.49E+00
 4.717499763E-02, 5.000000075E-02,-3.68E+00
 4.732500017E-02, 5.000000075E-02,-3.88E+00
 4.747499898E-02, 5.000000075E-02,-4.10E+00
 4.762499779E-02, 5.000000075E-02,-4.31E+00
 4.777499661E-02, 5.000000075E-02,-4.54E+00
 4.792499915E-02, 5.000000075E-02,-4.76E+00
 4.807499796E-02, 5.000000075E-02,-4.99E+00
 4.822499678E-02, 5.000000075E-02,-5.22E+00
 4.837499931E-02, 5.000000075E-02,-5.44E+00
 4.852499813E-02, 5.000000075E-02,-5.66E+00
 4.867499694E-02, 5.000000075E-02,-5.87E+00
 4.882499948E-02, 5.000000075E-02,-6.08E+00
 4.897499830E-02, 5.000000075E-02,-6.28E+00
 4.912499711E-02, 5.000000075E-02,-6.48E+00
 4.927499965E-02, 5.000000075E-02,-6.66E+00
 4.942499846E-02, 5.000000075E-02,-6.84E+00
 4.957499728E-02, 5.000000075E-02,-7.01E+00
 4.972499982E-02, 5.000000075E-02,-7.17E+00
 4.987499863E-02, 5.000000075E-02,-7.32E+00
 5.002499744E-02, 5.000000075E-02,-7.46E+00
 5.017499998E-02, 5.000000075E-02,-7.59E+00
 5.032499880E-02, 5.000000075E-02,-7.71E+00
 5.047499761E-02, 5.000000075E-02,-7.82E+00
 5.062499642E-02, 5.000000075E-02,-7.92E+00
 5.077499896E-02, 5.000000075E-02,-8.01E+00
 5.092499778E-02, 5.000000075E-02,-8.10E+00
 5.107499659E-02, 5.000000075E-02,-8.17E+00
 5.122499913E-02, 5.000000075E-02,-8.24E+00
 5.137499794E-02, 5.000000075E-02,-8.29E+00
 5.152499676E-02, 5.000000075E-02,-8.34E+00
 5.167499930E-02, 5.000000075E-02,-8.38E+00
 5.182499811E-02, 5.000000075E-02,-8.41E+00
 5.197499692E-02, 5.000000075E-02,-8.44E+00
 5.212499946E-02, 5.000000075E-02,-8.45E+00
 5.227499828E-02, 5.000000075E-02,-8.46E+00
 5.242499709E-02, 5.000000075E-02,-8.46E+00
 5.257499963E-02, 5.000000075E-02,-8.45E+00
 5.272499844E-02, 5.000000075E-02,-8.43E+00
 5.287499726E-02, 5.000000075E-02,-8.40E+00
 5.302499980E-02, 5.000000075E-02,-8.37E+00
 5.317499861E-02, 5.000000075E-02,-8.33E+00
 5.332499743E-02, 5.000000075E-02,-8.28E+00
 5.347499996E-02, 5.000000075E-02,-8.22E+00
 5.362499878E-02, 5.000000075E-02,-8.15E+00
 5.377499759E-02, 5.000000075E-02,-8.07E+00
 5.392499641E-02, 5.000000075E-02,-7.98E+00
 5.407499894E-02, 5.000000075E-02,-7.89E+00
 5.422499776E-02, 5.000000075E-02,-7.78E+00
 5.437499657E-02, 5.000000075E-02,-7.67E+00
 5.452499911E-02, 5.000000075E-02,-7.55E+00
 5.467499793E-02, 5.000000075E-02,-7.41E+00
 5.482499674E-02, 5.000000075E-02,-7.27E+00
 5.497499928E-02, 5.000000075E-02,-7.12E+00
 5.512499809E-02, 5.000000075E-02,-6.96E+00
 5.527499691E-02, 5.000000075E-02,-6.79E+00
 5.542499945E-02, 5.000000075E-02,-6.61E+00
 5.557499826E-02, 5.000000075E-02,-6.42E+00
 5.572499707E-02, 5.000000075E-02,-6.23E+00
 5.587499961E-02, 5.000000075E-02,-6.02E+00
 5.602499843E-02, 5.000000075E-02,-5.81E+00
 5.617499724E-02, 5.000000075E-02,-5.60E+00
 5.632499978E-02, 5.000000075E-02,-5.38E+00
 5.647499859E-02, 5.000000075E-02,-5.16E+00
 5.662499741E-02, 5.000000075E-02,-4.93E+00
 5.677499995E-02, 5.000000075E-02,-4.70E+00
 5.692499876E-02, 5.000000075E-02,-4.48E+00
 5.707499757E-02, 5.000000075E-02,-4.26E+00
 5.722499639E-02, 5.000000075E-02,-4.04E+00
 5.737499893E-02, 5.000000075E-02,-3.83E+00
 5.752499774E-02, 5.000000075E-02,-3.63E+00
 5.767499655E-02, 5.000000075E-02,-3.44E+00
 5.782499909E-02, 5.000000075E-02,-3.27E+00
 5.797499791E-02, 5.000000075E-02,-3.12E+00
 5.812499672E-02, 5.000000075E-02,-2.99E+00
 5.827499926E-02, 5.000000075E-02,-2.88E+00
 5.842499807E-02, 5.000000075E-02,-2.80E+00
 5.857499689E-02, 5.000000075E-02,-2.74E+00
 5.872499943E-02, 5.000000075E-02,-2.71E+00
 5.887499824E-02, 5.000000075E-02,-2.71E+00
 5.902499706E-02, 5.000000075E-02,-2.74E+00
 5.917499959E-02, 5.000000075E-02,-2.80E+00
 5.932499841E-02, 5.000000075E-02,-2.88E+00
 5.947499722E-02, 5.000000075E-02,-2.99E+00
 5.962499976E-02, 5.000000075E-02,-3.12E+00
 5.977499858E-02, 5.000000075E-02,-3.27E+00
 5.992499739E-02, 5.000000075E-02,-3.44E+00
 6.007499993E-02, 5.000000075E-02,-3.62E+00
 6.022499874E-02, 5.000000075E-02,-3.82E+00
 6.037499756E-02, 5.000000075E-02,-4.03E+00
 6.052499637E-02, 5.000000075E-02,-4.24E+00
 6.067499891E-02, 5.000000075E-02,-4.46E+00
 6.082499772E-02, 5.000000075E-02,-4.69E+00
 6.097499654E-02, 5.000000075E-02,-4.91E+00
 6.112499908E-02, 5.000000075E-02,-5.13E+00
 7.522500306E-02, 5.000000075E-02,-6.47E+00
 7.537499815E-02, 5.000000075E-02,-6.65E+00
 7.552500069E-02, 5.000000075E-02,-6.82E+00
 7.567500323E-02, 5.000000075E-02,-6.98E+00
 7.582499832E-02, 5.000000075E-02,-7.13E+00
 7.597500086E-02, 5.000000075E-02,-7.27E+00
 7.612499595E-02, 5.000000075E-02,-7.40E+00
 7.627499849E-02, 5.000000075E-02,-7.52E+00
 7.642500103E-02, 5.000000075E-02,-7.64E+00
 7.657499611E-02, 5.000000075E-02,-7.74E+00
 7.672499865E-02, 5.000000075E-02,-7.84E+00
 7.687500119E-02, 5.000000075E-02,-7.92E+00
 7.702499628E-02, 5.000000075E-02,-8.00E+00
 7.717499882E-02, 5.000000075E-02,-8.07E+00
 7.732500136E-02, 5.000000075E-02,-8.14E+00
 7.747499645E-02, 5.000000075E-02,-8.19E+00
 7.762499899E-02, 5.000000075E-02,-8.24E+00
 7.777500153E-02, 5.000000075E-02,-8.27E+00
 7.792499661E-02, 5.000000075E-02,-8.30E+00
 7.807499915E-02, 5.000000075E-02,-8.33E+00
 7.822500169E-02, 5.000000075E-02,-8.34E+00
 7.837499678E-02, 5.000000075E-02,-8.35E+00
 7.852499932E-02, 5.000000075E-02,-8.36E+00
 7.867500186E-02, 5.000000075E-02,-8.35E+00
 7.882499695E-02, 5.000000075E-02,-8.34E+00
 7.897499949E-02, 5.000000075E-02,-8.32E+00
 7.912500203E-02, 5.000000075E-02,-8.29E+00
 7.927499712E-02, 5.000000075E-02,-8.26E+00
 7.942499965E-02, 5.000000075E-02,-8.22E+00
 7.957500219E-02, 5.000000075E-02,-8.17E+00
 7.972499728E-02, 5.000000075E-02,-8.11E+00
 7.987499982E-02, 5.000000075E-02,-8.04E+00
 8.002500236E-02, 5.000000075E-02,-7.97E+00
 8.017499745E-02, 5.000000075E-02,-7.89E+00
 8.032499999E-02, 5.000000075E-02,-7.80E+00
 8.047500253E-02, 5.000000075E-02,-7.70E+00
 8.062499762E-02, 5.000000075E-02,-7.59E+00
 8.077500015E-02, 5.000000075E-02,-7.47E+00
 8.092500269E-02, 5.000000075E-02,-7.35E+00
 8.107499778E-02, 5.000000075E-02,-7.21E+00
 8.122500032E-02, 5.000000075E-02,-7.07E+00
 8.137500286E-02, 5.000000075E-02,-6.91E+00
 8.152499795E-02, 5.000000075E-02,-6.75E+00
 8.167500049E-02, 5.000000075E-02,-6.58E+00
 8.182500303E-02, 5.000000075E-02,-6.40E+00
 8.197499812E-02, 5.000000075E-02,-6.21E+00
 8.212500066E-02, 5.000000075E-02,-6.02E+00
 8.227499574E-02, 5.000000075E-02,-5.82E+00
 8.242499828E-02, 5.000000075E-02,-5.61E+00
 8.257500082E-02, 5.000000075E-02,-5.39E+00
 8.272499591E-02, 5.000000075E-02,-5.18E+00
 8.287499845E-02, 5.000000075E-02,-4.96E+00
 8.302500099E-02, 5.000000075E-02,-4.74E+00
 8.317499608E-02, 5.000000075E-02,-4.51E+00
 8.332499862E-02, 5.000000075E-02,-4.30E+00
 8.347500116E-02, 5.000000075E-02,-4.08E+00
 8.362499624E-02, 5.000000075E-02,-3.87E+00
 8.377499878E-02, 5.000000075E-02,-3.67E+00
 8.392500132E-02, 5.000000075E-02,-3.48E+00
 8.407499641E-02, 5.000000075E-02,-3.31E+00
 8.422499895E-02, 5.000000075E-02,-3.15E+00
 8.437500149E-02, 5.000000075E-02,-3.02E+00
 8.452499658E-02, 5.000000075E-02,-2.90E+00
 8.467499912E-02, 5.000000075E-02,-2.81E+00
 8.482500166E-02, 5.000000075E-02,-2.74E+00
 8.497499675E-02, 5.000000075E-02,-2.70E+00
 8.512499928E-02, 5.000000075E-02,-2.68E+00
 8.527500182E-02, 5.000000075E-02,-2.70E+00
 8.542499691E-02, 5.000000075E-02,-2.74E+00
 8.557499945E-02, 5.000000075E-02,-2.81E+00
 8.572500199E-02, 5.000000075E-02,-2.90E+00
 8.587499708E-02, 5.000000075E-02,-3.02E+00
 8.602499962E-02, 5.000000075E-02,-3.15E+00
 8.617500216E-02, 5.000000075E-02,-3.31E+00
 8.632499725E-02, 5.000000075E-02,-3.49E+00
 8.647499979E-02, 5.000000075E-02,-3.67E+00
 8.662500232E-02, 5.000000075E-02,-3.87E+00
 8.677499741E-02, 5.000000075E-02,-4.08E+00
 8.692499995E-02, 5.000000075E-02,-4.29E+00
 8.707500249E-02, 5.000000075E-02,-4.51E+00
 8.722499758E-02, 5.000000075E-02,-4.73E+00
 8.737500012E-02, 5.000000075E-02,-4.95E+00
 8.752500266E-02, 5.000000075E-02,-5.17E+00
 8.767499775E-02, 5.000000075E-02,-5.38E+00
 8.782500029E-02, 5.000000075E-02,-5.59E+00
 8.797500283E-02, 5.000000075E-02,-5.80E+00
 8.812499791E-02, 5.000000075E-02,-6.00E+00
 8.827500045E-02, 5.000000075E-02,-6.19E+00
 8.842500299E-02, 5.000000075E-02,-6.38E+00
 8.857499808E-02, 5.000000075E-02,-6.55E+00
 8.872500062E-02, 5.000000075E-02,-6.72E+00
 8.887499571E-02, 5.000000075E-02,-6.88E+00
 8.902499825E-02, 5.000000075E-02,-7.03E+00
 8.917500079E-02, 5.000000075E-02,-7.17E+00
 8.932499588E-02, 5.000000075E-02,-7.31E+00
 8.947499841E-02, 5.000000075E-02,-7.43E+00
 8.962500095E-02, 5.000000075E-02,-7.55E+00
 8.977499604E-02, 5.000000075E-02,-7.65E+00
 8.992499858E-02, 5.000000075E-02,-7.75E+00
 9.007500112E-02, 5.000000075E-02,-7.84E+00
 9.022499621E-02, 5.000000075E-02,-7.92E+00
 9.037499875E-02, 5.000000075E-02,-7.99E+00
 9.052500129E-02, 5.000000075E-02,-8.06E+00
 9.067499638E-02, 5.000000075E-02,-8.11E+00
 9.082499892E-02, 5.000000075E-02,-8.16E+00
 9.097500145E-02, 5.000000075E-02,-8.20E+00
 9.112499654E-02, 5.000000075E-02,-8.24E+00
 9.127499908E-02, 5.000000075E-02,-8.27E+00
 9.142500162E-02, 5.000000075E-02,-8.29E+00
 9.157499671E-02, 5.000000075E-02,-8.30E+00
 9.172499925E-02, 5.000000075E-02,-8.31E+00
 9.187500179E-02, 5.000000075E-02,-8.31E+00
 9.202499688E-02, 5.000000075E-02,-8.30E+00
 9.217499942E-02, 5.000000075E-02,-8.29E+00
 9.232500196E-02, 5.000000075E-02,-8.27E+00
 9.247499704E-02, 5.000000075E-02,-8.24E+00
 9.262499958E-02, 5.000000075E-02,-8.20E+00
 9.277500212E-02, 5.000000075E-02,-8.16E+00
 9.292499721E-02, 5.000000075E-02,-8.11E+00
 9.307499975E-02, 5.000000075E-02,-8.06E+00
 9.322500229E-02, 5.000000075E-02,-7.99E+00
 9.337499738E-02, 5.000000075E-02,-7.92E+00
 9.352499992E-02, 5.000000075E-02,-7.84E+00
 9.367500246E-02, 5.000000075E-02,-7.75E+00
 9.382499754E-02, 5.000000075E-02,-7.65E+00
 9.397500008E-02, 5.000000075E-02,-7.55E+00
 9.412500262E-02, 5.000000075E-02,-7.43E+00
 9.427499771E-02, 5.000000075E-02,-7.31E+00
 9.442500025E-02, 5.000000075E-02,-7.18E+00
 9.457500279E-02, 5.000000075E-02,-7.04E+00
 9.472499788E-02, 5.000000075E-02,-6.89E+00
 9.487500042E-02, 5.000000075E-02,-6.73E+00
 9.502499551E-02, 5.000000075E-02,-6.56E+00
 9.517499804E-02, 5.000000075E-02,-6.38E+00
 9.532500058E-02, 5.000000075E-02,-6.20E+00
 9.547499567E-02, 5.000000075E-02,-6.01E+00
 9.562499821E-02, 5.000000075E-02,-5.81E+00
 9.577500075E-02, 5.000000075E-02,-5.60E+00
 9.592499584E-02, 5.000000075E-02,-5.39E+00
 9.607499838E-02, 5.000000075E-02,-5.18E+00
 9.622500092E-02, 5.000000075E-02,-4.96E+00
 9.637499601E-02, 5.000000075E-02,-4.74E+00
 9.652499855E-02, 5.000000075E-02,-4.52E+00
 9.667500108E-02, 5.000000075E-02,-4.30E+00
 9.682499617E-02, 5.000000075E-02,-4.09E+00
 9.697499871E-02, 5.000000075E-02,-3.88E+00
 9.712500125E-02, 5.000000075E-02,-3.68E+00
 9.727499634E-02, 5.000000075E-02,-3.50E+00
 9.742499888E-02, 5.000000075E-02,-3.32E+00
 9.757500142E-02, 5.000000075E-02,-3.16E+00
 9.772499651E-02, 5.000000075E-02,-3.02E+00
 9.787499905E-02, 5.000000075E-02,-2.90E+00
 9.802500159E-02, 5.000000075E-02,-2.81E+00
 9.817499667E-02, 5.000000075E-02,-2.74E+00
 9.832499921E-02, 5.000000075E-02,-2.69E+00
 9.847500175E-02, 5.000000075E-02,-2.67E+00
 9.862499684E-02, 5.000000075E-02,-2.68E+00
 9.877499938E-02, 5.000000075E-02,-2.72E+00
 9.892500192E-02, 5.000000075E-02,-2.78E+00
 9.907499701E-02, 5.000000075E-02,-2.87E+00
 9.922499955E-02, 5.000000075E-02,-2.99E+00
 9.937500209E-02, 5.000000075E-02,-3.12E+00
 9.952499717E-02, 5.000000075E-02,-3.27E+00
 9.967499971E-02, 5.000000075E-02,-3.44E+00
 9.982500225E-02, 5.000000075E-02,-3.63E+00
 9.997499734E-02, 5.000000075E-02,-3.82E+00
 1.001249999E-01, 5.000000075E-02,-4.03E+00
 1.002750024E-01, 5.000000075E-02,-4.24E+00
 1.004249975E-01, 5.000000075E-02,-4.45E+00
 1.005750000E-01, 5.000000075E-02,-4.67E+00
 1.007250026E-01, 5.000000075E-02,-4.89E+00
 1.008749977E-01, 5.000000075E-02,-5.11E+00
 1.010250002E-01, 5.000000075E-02,-5.32E+00
 1.011749953E-01, 5.000000075E-02,-5.53E+00
 1.013249978E-01, 5.000000075E-02,-5.74E+00
 1.014750004E-01, 5.000000075E-02,-5.94E+00
 1.016249955E-01, 5.000000075E-02,-6.13E+00
 1.017749980E-01, 5.000000075E-02,-6.32E+00
 1.019250005E-01, 5.000000075E-02,-6.49E+00
 1.020749956E-01, 5.000000075E-02,-6.66E+00
 1.022249982E-01, 5.000000075E-02,-6.82E+00
 1.023750007E-01, 5.000000075E-02,-6.98E+00
 1.025249958E-01, 5.000000075E-02,-7.12E+00
 1.026749983E-01, 5.000000075E-02,-7.25E+00
 1.028250009E-01, 5.000000075E-02,-7.38E+00
 1.029749960E-01, 5.000000075E-02,-7.49E+00
 1.031249985E-01, 5.000000075E-02,-7.60E+00
 1.032750010E-01, 5.000000075E-02,-7.70E+00
 1.034249961E-01, 5.000000075E-02,-7.79E+00
 1.035749987E-01, 5.000000075E-02,-7.87E+00
 1.037250012E-01, 5.000000075E-02,-7.95E+00
 1.038749963E-01, 5.000000075E-02,-8.01E+00
 1.040249988E-01, 5.000000075E-02,-8.07E+00
 1.041750014E-01, 5.000000075E-02,-8.12E+00
 1.043249965E-01, 5.000000075E-02,-8.17E+00
 1.044749990E-01, 5.000000075E-02,-8.21E+00
 1.046250015E-01, 5.000000075E-02,-8.24E+00
 1.047749966E-01, 5.000000075E-02,-8.26E+00
 1.049249992E-01, 5.000000075E-02,-8.28E+00
 1.050750017E-01, 5.000000075E-02,-8.29E+00
 1.052249968E-01, 5.000000075E-02,-8.29E+00
 1.053749993E-01, 5.000000075E-02,-8.29E+00
 1.055250019E-01, 5.000000075E-02,-8.28E+00
 1.056749970E-01, 5.000000075E-02,-8.26E+00
 1.058249995E-01, 5.000000075E-02,-8.24E+00
 1.059750021E-01, 5.000000075E-02,-8.21E+00
 1.061249971E-01, 5.000000075E-02,-8.18E+00
 1.062749997E-01, 5.000000075E-02,-8.14E+00
 1.064250022E-01, 5.000000075E-02,-8.09E+00
 1.065749973E-01, 5.000000075E-02,-8.03E+00
 1.067249998E-01, 5.000000075E-02,-7.96E+00
 1.068750024E-01, 5.000000075E-02,-7.89E+00
 1.070249975E-01, 5.000000075E-02,-7.81E+00
